Customer_Name,Order_ID,Date_Invoiced,Date_Shipped,Invoice_ID,Item_ID,QTY_Shipped,Product_Category_Code
NUERA TRANSPORT - CAN,61070441,3/2/2023,3/2/2023,61095420,#10,1,TA TRFLX AXLE
NUERA TRANSPORT - CAN,61070441,3/2/2023,3/2/2023,61095420,#11,16,TA TRFLX AXLE
NUERA TRANSPORT - CAN,61070441,3/2/2023,3/2/2023,61095420,#10,2,TA TRFLX AXLE
"TEXTRAIL, INC.",61070455,3/2/2023,3/2/2023,61095421,#13G,6,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070468,3/2/2023,3/2/2023,61095422,#10,12,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070468,3/2/2023,3/2/2023,61095422,#10,4,TA TRFLX AXLE
"SPARTAN TOOL, LLC",61070484,3/2/2023,3/2/2023,61095423,#12,8,TA TRFLX AXLE
FOREST RIVER PRODUCTS-0012485,61070505,3/2/2023,3/2/2023,61095424,#10F,192,TA TRFLX AXLE
RANCE ALUMINUM #0012485,61070551,3/2/2023,3/2/2023,61095425,#10,4,TA TRFLX AXLE
"CROSS TRAILERS, INC.",61070556,3/2/2023,3/2/2023,61095426,#10,1,TA TRFLX AXLE
"CROSS TRAILERS, INC.",61070556,3/2/2023,3/2/2023,61095426,#10,2,TA TRFLX AXLE
"CROSS TRAILERS, INC.",61070556,3/2/2023,3/2/2023,61095426,#10,2,TA TRFLX AXLE
"CROSS TRAILERS, INC.",61070556,3/2/2023,3/2/2023,61095426,#11,8,TA TRFLX AXLE
"CROSS TRAILERS, INC.",61070556,3/2/2023,3/2/2023,61095426,#11,2,TA TRFLX AXLE
"ALCOM, INC. - ME",61070568,3/2/2023,3/2/2023,61095427,#10,30,TA TRFLX AXLE
"ALCOM, INC. - ME",61070568,3/2/2023,3/2/2023,61095427,#11,10,TA TRFLX AXLE
MORITZ INTERNATIONAL,61070577,3/2/2023,3/2/2023,61095429,#11,6,TA TRFLX AXLE
"ALCOM, INC. - ME",61070626,3/2/2023,3/2/2023,61095434,#9,6,TA TRFLX AXLE
"ALCOM, INC. - ME",61070626,3/2/2023,3/2/2023,61095434,#10,5,TA TRFLX AXLE
"ALCOM, INC. - ME",61070626,3/2/2023,3/2/2023,61095434,#10,20,TA TRFLX AXLE
"ALCOM, INC. - ME",61070626,3/2/2023,3/2/2023,61095434,#10,2,TA TRFLX AXLE
"TEXTRAIL, INC.",61070665,3/2/2023,3/2/2023,61095436,#12,2,TA TRFLX AXLE
"TEXTRAIL, INC.",61070665,3/2/2023,3/2/2023,61095436,#12,10,TA TRFLX AXLE
"TEXTRAIL, INC.",61070665,3/2/2023,3/2/2023,61095436,#11,6,TA TRFLX AXLE
"TEXTRAIL, INC.",61070665,3/2/2023,3/2/2023,61095436,#12,4,TA TRFLX AXLE
"TEXTRAIL, INC.",61070665,3/2/2023,3/2/2023,61095436,#13G,6,TA TRFLX AXLE
"TEXTRAIL, INC.",61070665,3/2/2023,3/2/2023,61095436,#13G,2,TA TRFLX AXLE
"TEXTRAIL, INC.",61070665,3/2/2023,3/2/2023,61095436,#13,2,TA TRFLX AXLE
HAULMARK TRAILERS - PA,61070666,3/2/2023,3/2/2023,61095437,#11,8,TA TRFLX AXLE
DARK HORSE CARGO INC.,61070678,3/2/2023,3/2/2023,61095439,#12,5,TA TRFLX AXLE
HAULMARK TRAILERS - ELKHART IN,61070684,3/2/2023,3/2/2023,61095440,#11,2,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070710,3/2/2023,3/2/2023,61095443,#10,6,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070710,3/2/2023,3/2/2023,61095443,#10,7,TA TRFLX AXLE
INTECH TRAILERS INC.,61070713,3/2/2023,3/2/2023,61095444,#11,2,TA TRFLX AXLE
INTECH TRAILERS INC.,61070713,3/2/2023,3/2/2023,61095445,#12T,3,TA TRFLX AXLE
INTECH TRAILERS INC.,61070721,3/2/2023,3/2/2023,61095446,#10,9,TA TRFLX AXLE
"ALCOM, INC. - ME",61070751,3/2/2023,3/2/2023,61095447,#10,2,TA TRFLX AXLE
NEXHAUL TRAILERS,61070796,3/2/2023,3/2/2023,61095450,#12,2,TA TRFLX AXLE
NEXHAUL TRAILERS,61070796,3/2/2023,3/2/2023,61095450,#11,10,TA TRFLX AXLE
"ALCOM, INC. - ME",61070833,3/2/2023,3/2/2023,61095452,#11,25,TA TRFLX AXLE
"ALCOM, INC. - ME",61070833,3/2/2023,3/2/2023,61095452,#10,2,TA TRFLX AXLE
"ALCOM, INC. - ME",61070833,3/2/2023,3/2/2023,61095452,#11,2,TA TRFLX AXLE
"ALCOM, INC. - ME",61070833,3/2/2023,3/2/2023,61095452,#10,1,TA TRFLX AXLE
"ALCOM, INC. - ME",61070833,3/2/2023,3/2/2023,61095452,#11,1,TA TRFLX AXLE
ALUMINUM TRAILER,61070834,3/2/2023,3/2/2023,61095453,#13G,3,TA TRFLX AXLE
"ALCOM, INC. - ME",61070835,3/2/2023,3/2/2023,61095454,#10,5,TA TRFLX AXLE
"ALCOM, INC. - ME",61070835,3/2/2023,3/2/2023,61095454,#10,5,TA TRFLX AXLE
"ALCOM, INC. - ME",61070835,3/2/2023,3/2/2023,61095454,#12,8,TA TRFLX AXLE
DYNA SALES & SERVICE,61070881,3/2/2023,3/2/2023,61095455,#11,12,TA TRFLX AXLE
NOVAE CORP.,61070128,3/3/2023,3/3/2023,61095465,D200,2,SA Sprung Axl
NOVAE CORP.,61070428,3/3/2023,3/3/2023,61095468,D60,6,SA Sprung Axl
NOVAE CORP.,61070428,3/3/2023,3/3/2023,61095468,D60,4,SA Sprung Axl
NOVAE CORP.,61070428,3/3/2023,3/3/2023,61095468,D60,10,SA Sprung Axl
NOVAE CORP.,61070428,3/3/2023,3/3/2023,61095468,D60,10,SA Sprung Axl
NOVAE CORP.,61070428,3/3/2023,3/3/2023,61095469,D60,20,SA Sprung Axl
NOVAE CORP.,61070428,3/3/2023,3/3/2023,61095469,D60,14,SA Sprung Axl
NOVAE CORP.,61070428,3/3/2023,3/3/2023,61095469,D70,20,SA Sprung Axl
RANCE ALUMINUM #0012485,61070476,3/3/2023,3/3/2023,61095470,D52,20,SA Sprung Axl
R AND P CARRIAGES,61070501,3/3/2023,3/3/2023,61095471,D20,20,SA Sprung Axl
FOREST RIVER PRODUCTS-0012485,61070504,3/3/2023,3/3/2023,61095472,D40,35,SA Sprung Axl
FOREST RIVER PRODUCTS-0012485,61070504,3/3/2023,3/3/2023,61095472,D44,4,SA Sprung Axl
CREDIT CARD INDIANA,61070516,3/3/2023,3/3/2023,61095473,D80,2,SA Sprung Axl
NOVAE CORP.,61070644,3/3/2023,3/3/2023,61095476,D60,4,SA Sprung Axl
NOVAE CORP.,61070644,3/3/2023,3/3/2023,61095476,D60,12,SA Sprung Axl
NOVAE CORP.,61070644,3/3/2023,3/3/2023,61095476,D60,10,SA Sprung Axl
NOVAE CORP.,61070644,3/3/2023,3/3/2023,61095477,D35,6,SA Sprung Axl
NOVAE CORP.,61070644,3/3/2023,3/3/2023,61095477,D52,15,SA Sprung Axl
R AND P CARRIAGES,61070685,3/3/2023,3/3/2023,61095479,D20,1,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D70,4,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D20,4,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D20,4,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D20,6,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D20,20,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D70,20,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D80,4,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D35,10,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D70,2,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D70,2,SA Sprung Axl
R AND P CARRIAGES,61070754,3/3/2023,3/3/2023,61095481,D35,2,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D70,1,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D35,2,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D35,3,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D35,2,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D35,3,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D35,5,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D35,4,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D60,5,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D35,1,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D70,1,SA Sprung Axl
"TEXTRAIL, INC.",61070801,3/3/2023,3/3/2023,61095482,D70,1,SA Sprung Axl
"TEXTRAIL, INC.",61070806,3/3/2023,3/3/2023,61095483,D35,1,SA Sprung Axl
"TEXTRAIL, INC.",61070807,3/3/2023,3/3/2023,61095484,D35,1,SA Sprung Axl
R AND P CARRIAGES,61070809,3/3/2023,3/3/2023,61095485,D70,4,SA Sprung Axl
BRAVO TRAILERS,61070836,3/3/2023,3/3/2023,61095487,D35,9,SA Sprung Axl
BRAVO TRAILERS,61070836,3/3/2023,3/3/2023,61095487,D35,12,SA Sprung Axl
"TEXTRAIL, INC.",61070876,3/3/2023,3/3/2023,61095491,D35,2,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070884,3/3/2023,3/3/2023,61095492,D35,0,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070884,3/3/2023,3/3/2023,61095492,D35,1,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070884,3/3/2023,3/3/2023,61095492,D35,12,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070884,3/3/2023,3/3/2023,61095492,D52,24,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/3/2023,3/3/2023,61095494,D35,4,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/3/2023,3/3/2023,61095494,D52,6,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070943,3/3/2023,3/3/2023,61095496,D35,1,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070943,3/3/2023,3/3/2023,61095496,D52,16,SA Sprung Axl
MMDI INC.,61070601,3/3/2023,3/3/2023,61095474,#11,1,TA TRFLX AXLE
"ALCOM, INC. - ME",61070677,3/3/2023,3/3/2023,61095478,#10,60,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070710,3/3/2023,3/3/2023,61095480,#11,1,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070710,3/3/2023,3/3/2023,61095480,#12,10,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070710,3/3/2023,3/3/2023,61095480,#11,6,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070710,3/3/2023,3/3/2023,61095480,#10,5,TA TRFLX AXLE
R AND P CARRIAGES,61070828,3/3/2023,3/3/2023,61095486,#11,2,TA TRFLX AXLE
BRAVO TRAILERS,61070846,3/3/2023,3/3/2023,61095488,#11,2,TA TRFLX AXLE
R AND P CARRIAGES,61070871,3/3/2023,3/3/2023,61095489,#10,1,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61070875,3/3/2023,3/3/2023,61095490,#11,2,TA TRFLX AXLE
"DISCOVERY CARGO TRAILERS, INC.",61070884,3/3/2023,3/3/2023,61095492,#11,4,TA TRFLX AXLE
"DISCOVERY CARGO TRAILERS, INC.",61070884,3/3/2023,3/3/2023,61095492,#12,12,TA TRFLX AXLE
BRAVO TRAILERS,61070914,3/3/2023,3/3/2023,61095493,#13G,2,TA TRFLX AXLE
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/3/2023,3/3/2023,61095494,#12,10,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61070150,3/6/2023,3/6/2023,61095503,D52,20,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070150,3/6/2023,3/6/2023,61095503,D52,16,SA Sprung Axl
NUERA TRANSPORT - CAN,61070192,3/6/2023,3/6/2023,61095505,D70,10,SA Sprung Axl
FALCON ROAD MAINTENANCE,61070275,3/6/2023,3/6/2023,61095509,D70,10,SA Sprung Axl
FALCON ROAD MAINTENANCE,61070275,3/6/2023,3/6/2023,61095509,D70,12,SA Sprung Axl
NOVAE CORP.,61070306,3/6/2023,3/6/2023,61095510,D52,3,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070357,3/6/2023,3/6/2023,61095512,D70,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070357,3/6/2023,3/6/2023,61095512,D35,1,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070357,3/6/2023,3/6/2023,61095512,D35,70,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070357,3/6/2023,3/6/2023,61095512,D52,8,SA Sprung Axl
NOVAE CORP.,61070428,3/6/2023,3/6/2023,61095513,D200,2,SA Sprung Axl
NOVAE CORP.,61070428,3/6/2023,3/6/2023,61095513,D200,2,SA Sprung Axl
RANCE ALUMINUM #0012485,61070549,3/6/2023,3/6/2023,61095517,D52,20,SA Sprung Axl
RANCE ALUMINUM #0012485,61070549,3/6/2023,3/6/2023,61095517,D35,10,SA Sprung Axl
INTEGRITY-LAKESHORE WATERCRAFT,61070594,3/6/2023,3/6/2023,61095518,D35,2,SA Sprung Axl
INTEGRITY-LAKESHORE WATERCRAFT,61070594,3/6/2023,3/6/2023,61095518,D35,5,SA Sprung Axl
INTEGRITY-LAKESHORE WATERCRAFT,61070594,3/6/2023,3/6/2023,61095518,D52,1,SA Sprung Axl
NOVAE CORP.,61070644,3/6/2023,3/6/2023,61095519,D60,13,SA Sprung Axl
NOVAE CORP.,61070644,3/6/2023,3/6/2023,61095520,D200,2,SA Sprung Axl
NOVAE CORP.,61070644,3/6/2023,3/6/2023,61095520,D200,2,SA Sprung Axl
NOVAE CORP.,61070644,3/6/2023,3/6/2023,61095520,D200,2,SA Sprung Axl
FOREST RIVER PRODUCTS-0012485,61070645,3/6/2023,3/6/2023,61095521,D80,2,SA Sprung Axl
FOREST RIVER PRODUCTS-0012485,61070645,3/6/2023,3/6/2023,61095521,D35,10,SA Sprung Axl
FOREST RIVER PRODUCTS-0012485,61070645,3/6/2023,3/6/2023,61095521,D52,10,SA Sprung Axl
FOREST RIVER PRODUCTS-0012485,61070645,3/6/2023,3/6/2023,61095521,D70,30,SA Sprung Axl
FALCON ROAD MAINTENANCE,61070674,3/6/2023,3/6/2023,61095522,D70,20,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070709,3/6/2023,3/6/2023,61095525,D35,20,SA Sprung Axl
BND TRAILERS LLC  $$,61070785,3/6/2023,3/6/2023,61095534,D52,2,SA Sprung Axl
INTEGRITY-LAKESHORE WATERCRAFT,61070788,3/6/2023,3/6/2023,61095535,D70,1,SA Sprung Axl
INTEGRITY-LAKESHORE WATERCRAFT,61070788,3/6/2023,3/6/2023,61095535,D70,4,SA Sprung Axl
LOADMASTER TRAILER COMPANY LTD,61070815,3/6/2023,3/6/2023,61095537,D60,20,SA Sprung Axl
DOOSAN INFRACORE PORTABLE,61070818,3/6/2023,3/6/2023,61095538,D70,7,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070884,3/6/2023,3/6/2023,61095542,D35,1,SA Sprung Axl
"TEXTRAIL, INC.",61070894,3/6/2023,3/6/2023,61095543,D52,1,SA Sprung Axl
"TEXTRAIL, INC.",61070896,3/6/2023,3/6/2023,61095544,D35,2,SA Sprung Axl
"TEXTRAIL, INC.",61070896,3/6/2023,3/6/2023,61095544,D35,2,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,4,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,18,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,12,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,22,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D70,1,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,14,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,1,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D60,6,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D60,5,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,5,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,1,SA Sprung Axl
"TEXTRAIL, INC.",61070898,3/6/2023,3/6/2023,61095545,D35,2,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/6/2023,3/6/2023,61095548,D35,1,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/6/2023,3/6/2023,61095548,D35,2,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/6/2023,3/6/2023,61095548,D52,2,SA Sprung Axl
HAUL ABOUT LLC,61070924,3/6/2023,3/6/2023,61095549,D35,30,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070943,3/6/2023,3/6/2023,61095554,D35,4,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61070943,3/6/2023,3/6/2023,61095554,D35,4,SA Sprung Axl
"TEXTRAIL, INC.",61070951,3/6/2023,3/6/2023,61095555,D60,1,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D35,1,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D35,3,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D35,5,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D35,5,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D35,2,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D35,1,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D60,10,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D60,27,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,1,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,2,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,1,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,1,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,2,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,2,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,2,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D70,12,SA Sprung Axl
"REDNECK, INC",61070953,3/6/2023,3/6/2023,61095556,D80,2,SA Sprung Axl
"REDNECK, INC",61070960,3/6/2023,3/6/2023,61095557,D100G,3,SA Sprung Axl
"REDNECK, INC",61070964,3/6/2023,3/6/2023,61095558,D100G,1,SA Sprung Axl
"REDNECK, INC",61070964,3/6/2023,3/6/2023,61095558,D100,1,SA Sprung Axl
"REDNECK, INC",61070968,3/6/2023,3/6/2023,61095559,D35,1,SA Sprung Axl
"REDNECK, INC",61070968,3/6/2023,3/6/2023,61095559,D35,3,SA Sprung Axl
"REDNECK, INC",61070998,3/6/2023,3/6/2023,61095560,D35,1,SA Sprung Axl
"TEXTRAIL, INC.",61071003,3/6/2023,3/6/2023,61095561,D35,1,SA Sprung Axl
"TEXTRAIL, INC.",61071007,3/6/2023,3/6/2023,61095563,D20,1,SA Sprung Axl
"TEXTRAIL, INC.",61071011,3/6/2023,3/6/2023,61095564,D35,5,SA Sprung Axl
"TEXTRAIL, INC.",61071011,3/6/2023,3/6/2023,61095564,D35,4,SA Sprung Axl
"TEXTRAIL, INC.",61071011,3/6/2023,3/6/2023,61095564,D20,1,SA Sprung Axl
"REDNECK, INC",61071012,3/6/2023,3/6/2023,61095565,D60,4,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61071051,3/6/2023,3/6/2023,61095568,D35,2,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61071051,3/6/2023,3/6/2023,61095568,D35,2,SA Sprung Axl
"DISCOVERY CARGO TRAILERS, INC.",61071051,3/6/2023,3/6/2023,61095568,D35,2,SA Sprung Axl
DOOSAN INFRACORE PORTABLE,61070117,3/6/2023,3/6/2023,61095502,#10,20,TA TRFLX AXLE
NUERA TRANSPORT - CAN,61070187,3/6/2023,3/6/2023,61095504,#12,2,TA TRFLX AXLE
NUERA TRANSPORT - CAN,61070187,3/6/2023,3/6/2023,61095504,#10,4,TA TRFLX AXLE
FOREST RIVER PRODUCTS-0012485,61070270,3/6/2023,3/6/2023,61095507,#10,210,TA TRFLX AXLE
FALCON ROAD MAINTENANCE,61070275,3/6/2023,3/6/2023,61095509,#13G,16,TA TRFLX AXLE
RANCE ALUMINUM #0012485,61070549,3/6/2023,3/6/2023,61095517,#10,10,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61070682,3/6/2023,3/6/2023,61095524,#10,1,TA TRFLX AXLE
MMDI INC.,61070734,3/6/2023,3/6/2023,61095528,#11,12,TA TRFLX AXLE
MMDI INC.,61070739,3/6/2023,3/6/2023,61095531,#11,12,TA TRFLX AXLE
BND TRAILERS LLC  $$,61070785,3/6/2023,3/6/2023,61095534,#10,6,TA TRFLX AXLE
BND TRAILERS LLC  $$,61070785,3/6/2023,3/6/2023,61095534,#11,8,TA TRFLX AXLE
BND TRAILERS LLC  $$,61070785,3/6/2023,3/6/2023,61095534,#11,8,TA TRFLX AXLE
"UNITED TRAILERS, INC.",61070790,3/6/2023,3/6/2023,61095536,#11,20,TA TRFLX AXLE
"UNITED TRAILERS, INC.",61070790,3/6/2023,3/6/2023,61095536,#12,10,TA TRFLX AXLE
LOADMASTER TRAILER COMPANY LTD,61070815,3/6/2023,3/6/2023,61095537,M10,3,TA TRFLX AXLE
LOADMASTER TRAILER COMPANY LTD,61070815,3/6/2023,3/6/2023,61095537,#10,2,TA TRFLX AXLE
INTECH TRAILERS INC.,61070821,3/6/2023,3/6/2023,61095539,#12T,6,TA TRFLX AXLE
MMDI INC.,61070840,3/6/2023,3/6/2023,61095540,#11,36,TA TRFLX AXLE
"C & B QUALITY TRL WORKS, INC.",61070902,3/6/2023,3/6/2023,61095547,#13,1,TA TRFLX AXLE
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/6/2023,3/6/2023,61095548,#12,2,TA TRFLX AXLE
"DISCOVERY CARGO TRAILERS, INC.",61070922,3/6/2023,3/6/2023,61095548,#13,2,TA TRFLX AXLE
HAUL ABOUT LLC,61070926,3/6/2023,3/6/2023,61095550,#10,2,TA TRFLX AXLE
HAUL ABOUT LLC,61070926,3/6/2023,3/6/2023,61095550,#10,4,TA TRFLX AXLE
HAUL ABOUT LLC,61070926,3/6/2023,3/6/2023,61095550,#11,4,TA TRFLX AXLE
HAUL ABOUT LLC,61070926,3/6/2023,3/6/2023,61095550,#11,2,TA TRFLX AXLE
HAUL ABOUT LLC,61070926,3/6/2023,3/6/2023,61095551,#12,2,TA TRFLX AXLE
SAILOR MFG,61070938,3/6/2023,3/6/2023,61095552,#10,8,TA TRFLX AXLE
SAILOR MFG,61070938,3/6/2023,3/6/2023,61095552,#10,4,TA TRFLX AXLE
"DISCOVERY CARGO TRAILERS, INC.",61070943,3/6/2023,3/6/2023,61095554,#13,9,TA TRFLX AXLE
"TEXTRAIL, INC.",61071006,3/6/2023,3/6/2023,61095562,#10,1,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61070150,3/7/2023,3/7/2023,61095581,D35,5,SA Sprung Axl
"TEXTRAIL, INC.",61070450,3/7/2023,3/7/2023,61095586,D70,1,SA Sprung Axl
"SATELLITE INDUSTRIES, INC.",61070509,3/7/2023,3/7/2023,61095588,D20,100,SA Sprung Axl
NOVAE CORP.,61070644,3/7/2023,3/7/2023,61095591,D52,5,SA Sprung Axl
"TEXTRAIL, INC.",61070662,3/7/2023,3/7/2023,61095592,D35,2,SA Sprung Axl
"TEXTRAIL, INC.",61070662,3/7/2023,3/7/2023,61095592,D80,1,SA Sprung Axl
"TEXTRAIL, INC.",61070662,3/7/2023,3/7/2023,61095592,D35,1,SA Sprung Axl
"REDNECK, INC",61070693,3/7/2023,3/7/2023,61095596,D20,2,SA Sprung Axl
"REDNECK, INC",61070693,3/7/2023,3/7/2023,61095596,D60,1,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070699,3/7/2023,3/7/2023,61095598,D100G,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070699,3/7/2023,3/7/2023,61095598,D100G,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070699,3/7/2023,3/7/2023,61095598,D120,3,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070699,3/7/2023,3/7/2023,61095598,D120,4,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070699,3/7/2023,3/7/2023,61095598,D120,1,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070709,3/7/2023,3/7/2023,61095599,D35,40,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61070709,3/7/2023,3/7/2023,61095600,D35,20,SA Sprung Axl
"REDNECK, INC",61070731,3/7/2023,3/7/2023,61095602,D20,1,SA Sprung Axl
"TEXTRAIL, INC.",61070758,3/7/2023,3/7/2023,61095604,D35,1,SA Sprung Axl
MORITZ INTERNATIONAL,61070773,3/7/2023,3/7/2023,61095606,D100G,2,SA Sprung Axl
MORITZ INTERNATIONAL,61070773,3/7/2023,3/7/2023,61095606,D120,2,SA Sprung Axl
FLEETPRIDE INC,61070791,3/7/2023,3/7/2023,61095607,D35,4,SA Sprung Axl
"TEXTRAIL, INC.",61070805,3/7/2023,3/7/2023,61095609,D70,1,SA Sprung Axl
NOVAE CORP.,61070908,3/7/2023,3/7/2023,61095618,D70,2,SA Sprung Axl
RANCE ALUMINUM #0012485,61070910,3/7/2023,3/7/2023,61095619,D35,20,SA Sprung Axl
RANCE ALUMINUM #0012485,61070910,3/7/2023,3/7/2023,61095619,D52,8,SA Sprung Axl
"TEXTRAIL, INC.",61070941,3/7/2023,3/7/2023,61095621,D100G,2,SA Sprung Axl
"TEXTRAIL, INC.",61070941,3/7/2023,3/7/2023,61095621,D200,3,SA Sprung Axl
