Customer_Name,Order_ID,Date_Invoiced,Date_Shipped,Invoice_ID,Item_ID,QTY_Shipped,Product_Category_Code
SH DISTRIBUTING,61063148,7/6/2022,7/6/2022,61087089,D35,20,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61063770,7/6/2022,7/6/2022,61087094,D35,5,SA Sprung Axl
NOVAE CORP.,61063801,7/6/2022,7/6/2022,61087095,D60,8,SA Sprung Axl
NOVAE CORP.,61063801,7/6/2022,7/6/2022,61087095,D70,1,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064002,7/6/2022,7/6/2022,61087098,D35,30,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064013,7/6/2022,7/6/2022,61087099,D35,10,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064180,7/6/2022,7/6/2022,61087100,D20,35,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064187,7/6/2022,7/6/2022,61087101,D35,50,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064191,7/6/2022,7/6/2022,61087102,D60,3,SA Sprung Axl
NOVAE CORP.,61064306,7/6/2022,7/6/2022,61087104,D70,2,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064350,7/6/2022,7/6/2022,61087105,D35,15,SA Sprung Axl
"LIBERTY INDUSTRIES, INC",61064591,7/6/2022,7/6/2022,61087114,D52,2,SA Sprung Axl
"LIBERTY INDUSTRIES, INC",61064591,7/6/2022,7/6/2022,61087114,D70,8,SA Sprung Axl
"LIBERTY INDUSTRIES, INC",61064591,7/6/2022,7/6/2022,61087114,D70,4,SA Sprung Axl
NOVAE CORP.,61064598,7/6/2022,7/6/2022,61087116,D60,2,SA Sprung Axl
NOVAE CORP.,61064598,7/6/2022,7/6/2022,61087116,D60,15,SA Sprung Axl
NOVAE CORP.,61064598,7/6/2022,7/6/2022,61087116,D60,14,SA Sprung Axl
NOVAE CORP.,61064598,7/6/2022,7/6/2022,61087116,D70,60,SA Sprung Axl
BRAVO TRAILERS,61064843,7/6/2022,7/6/2022,61087124,D52,20,SA Sprung Axl
BRAVO TRAILERS,61064843,7/6/2022,7/6/2022,61087124,D70,2,SA Sprung Axl
BRAVO TRAILERS,61064844,7/6/2022,7/6/2022,61087126,D35,6,SA Sprung Axl
"LIBERTY INDUSTRIES, INC",61064864,7/6/2022,7/6/2022,61087128,D70,2,SA Sprung Axl
"LIBERTY INDUSTRIES, INC",61064868,7/6/2022,7/6/2022,61087130,D52,82,SA Sprung Axl
"LIBERTY INDUSTRIES, INC",61064868,7/6/2022,7/6/2022,61087130,D70,6,SA Sprung Axl
NOVAE CORP.,61064904,7/6/2022,7/6/2022,61087134,D60,6,SA Sprung Axl
CASH SALES CALIFORNIA  $$,61907764,7/6/2022,7/6/2022,61087144,D52,2,SA Sprung Axl
"STELLAR INDUSTRIES,INC.",61063295,7/6/2022,7/6/2022,61087090,E-2023-05,2,TA TRFLX AXLE
TWIST INC.,61063353,7/6/2022,7/6/2022,61087091,E-2022-01,10,TA TRFLX AXLE
SH DISTRIBUTING,61063488,7/6/2022,7/6/2022,61087092,#10,20,TA TRFLX AXLE
SH DISTRIBUTING,61063488,7/6/2022,7/6/2022,61087092,#10,20,TA TRFLX AXLE
SH DISTRIBUTING,61063488,7/6/2022,7/6/2022,61087092,#11,10,TA TRFLX AXLE
"STELLAR INDUSTRIES,INC.",61063945,7/6/2022,7/6/2022,61087096,E-2023-05,60,TA TRFLX AXLE
"STELLAR INDUSTRIES,INC.",61063967,7/6/2022,7/6/2022,61087097,E-2023-05,71,TA TRFLX AXLE
TEAM SPIRIT TRAILERS $$,61064408,7/6/2022,7/6/2022,61087106,#11,6,TA TRFLX AXLE
TEAM SPIRIT TRAILERS $$,61064408,7/6/2022,7/6/2022,61087106,#12,5,TA TRFLX AXLE
TEAM SPIRIT TRAILERS $$,61064408,7/6/2022,7/6/2022,61087106,#12,3,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064437,7/6/2022,7/6/2022,61087107,#13,6,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064437,7/6/2022,7/6/2022,61087107,#11,8,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064437,7/6/2022,7/6/2022,61087107,#12,20,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064437,7/6/2022,7/6/2022,61087107,#12,10,TA TRFLX AXLE
GENERAC MOBILE PRODUCTS LLC,61064477,7/6/2022,7/6/2022,61087110,#12,10,TA TRFLX AXLE
GENERAC MOBILE PRODUCTS LLC,61064478,7/6/2022,7/6/2022,61087111,#12,10,TA TRFLX AXLE
WACKER NEUSON AMERICA CORP.,61064554,7/6/2022,7/6/2022,61087113,#9,24,TA TRFLX AXLE
NOVAE CORP.,61064598,7/6/2022,7/6/2022,61087116,#12,30,TA TRFLX AXLE
MAGNUM CUSTOM TRAILERS MFG.,61064660,7/6/2022,7/6/2022,61087117,#11,2,TA TRFLX AXLE
HAULMARK TRAILERS - ELKHART IN,61064682,7/6/2022,7/6/2022,61087119,#11,10,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61064698,7/6/2022,7/6/2022,61087120,#11,1,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61064698,7/6/2022,7/6/2022,61087120,#11,10,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61064698,7/6/2022,7/6/2022,61087120,#11,8,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/6/2022,7/6/2022,61087122,#11,18,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/6/2022,7/6/2022,61087122,#10,50,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/6/2022,7/6/2022,61087122,#10,43,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/6/2022,7/6/2022,61087122,#11,30,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064832,7/6/2022,7/6/2022,61087123,#11,20,TA TRFLX AXLE
BRAVO TRAILERS,61064843,7/6/2022,7/6/2022,61087124,#10,5,TA TRFLX AXLE
BRAVO TRAILERS,61064843,7/6/2022,7/6/2022,61087124,#10,4,TA TRFLX AXLE
BRAVO TRAILERS,61064843,7/6/2022,7/6/2022,61087124,#11,4,TA TRFLX AXLE
BRAVO TRAILERS,61064843,7/6/2022,7/6/2022,61087125,#11,12,TA TRFLX AXLE
BRAVO TRAILERS,61064843,7/6/2022,7/6/2022,61087125,#12,2,TA TRFLX AXLE
BRAVO TRAILERS,61064844,7/6/2022,7/6/2022,61087126,#11,4,TA TRFLX AXLE
BRAVO TRAILERS,61064844,7/6/2022,7/6/2022,61087126,#11,2,TA TRFLX AXLE
NOVAE CORP.,61064847,7/6/2022,7/6/2022,61087127,#10,4,TA TRFLX AXLE
NOVAE CORP.,61064847,7/6/2022,7/6/2022,61087127,#11,35,TA TRFLX AXLE
BRAVO TRAILERS,61064865,7/6/2022,7/6/2022,61087129,#10,5,TA TRFLX AXLE
FOREST RIVER PRODUCTS-0012485,61064925,7/6/2022,7/6/2022,61087135,#10F,1,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064932,7/6/2022,7/6/2022,61087136,#12,101,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61063761,7/7/2022,7/7/2022,61087150,D52,15,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61063770,7/7/2022,7/7/2022,61087151,D35,45,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064004,7/7/2022,7/7/2022,61087155,D35,60,SA Sprung Axl
"BEHNKE ENTERPRISES, INC.",61064126,7/7/2022,7/7/2022,61087157,D70,8,SA Sprung Axl
"BEHNKE ENTERPRISES, INC.",61064166,7/7/2022,7/7/2022,61087161,D80,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064446,7/7/2022,7/7/2022,61087163,D35,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064618,7/7/2022,7/7/2022,61087167,D52,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064618,7/7/2022,7/7/2022,61087167,D35,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064618,7/7/2022,7/7/2022,61087167,D35,1,SA Sprung Axl
"ALCOM, INC. - ME",61064802,7/7/2022,7/7/2022,61087174,D35,50,SA Sprung Axl
"ALCOM, INC. - ME",61064802,7/7/2022,7/7/2022,61087174,D60,50,SA Sprung Axl
PJ TRAILERS - OHIO,61064878,7/7/2022,7/7/2022,61087177,D80N,2,SA Sprung Axl
PJ TRAILERS - OHIO,61064878,7/7/2022,7/7/2022,61087177,D80N,2,SA Sprung Axl
PJ TRAILERS - OHIO,61064878,7/7/2022,7/7/2022,61087177,D80N,4,SA Sprung Axl
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,D35,15,SA Sprung Axl
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,D35,50,SA Sprung Axl
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,D35,5,SA Sprung Axl
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,D35,5,SA Sprung Axl
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,D35,40,SA Sprung Axl
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,D52,4,SA Sprung Axl
"CAR MATE TRAILERS, INC.",61064924,7/7/2022,7/7/2022,61087180,D35,15,SA Sprung Axl
"CAR MATE TRAILERS, INC.",61064924,7/7/2022,7/7/2022,61087180,D35,6,SA Sprung Axl
"CAR MATE TRAILERS, INC.",61064924,7/7/2022,7/7/2022,61087180,D35,28,SA Sprung Axl
"CAR MATE TRAILERS, INC.",61064924,7/7/2022,7/7/2022,61087180,D35,4,SA Sprung Axl
"CAR MATE TRAILERS, INC.",61064924,7/7/2022,7/7/2022,61087180,D60,18,SA Sprung Axl
"AMERICAN HAULER, INC",61065066,7/7/2022,7/7/2022,61087187,D35,10,SA Sprung Axl
"AMERICAN HAULER, INC",61065066,7/7/2022,7/7/2022,61087187,D35,10,SA Sprung Axl
"AMERICAN HAULER, INC",61065066,7/7/2022,7/7/2022,61087187,D35,30,SA Sprung Axl
"AMERICAN HAULER, INC",61065066,7/7/2022,7/7/2022,61087187,D52,9,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065077,7/7/2022,7/7/2022,61087189,D52,60,SA Sprung Axl
CASH SALES FLORIDA,61907767,7/7/2022,7/7/2022,61087200,D70,2,SA Sprung Axl
"RC TRAILERS, INC.",61063969,7/7/2022,7/7/2022,61087153,#10,3,TA TRFLX AXLE
"RC TRAILERS, INC.",61063969,7/7/2022,7/7/2022,61087153,#11,2,TA TRFLX AXLE
"RC TRAILERS, INC.",61063969,7/7/2022,7/7/2022,61087154,#11,2,TA TRFLX AXLE
GENERAC MOBILE PRODUCTS LLC,61064012,7/7/2022,7/7/2022,61087156,#11,15,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064131,7/7/2022,7/7/2022,61087158,#13,2,TA TRFLX AXLE
"BEHNKE ENTERPRISES, INC.",61064159,7/7/2022,7/7/2022,61087159,#13,10,TA TRFLX AXLE
"BEHNKE ENTERPRISES, INC.",61064161,7/7/2022,7/7/2022,61087160,#13,45,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064386,7/7/2022,7/7/2022,61087162,#11,1,TA TRFLX AXLE
GENERAC MOBILE PRODUCTS LLC,61064477,7/7/2022,7/7/2022,61087164,#12,5,TA TRFLX AXLE
"SCHWING AMERICA, INC.",61064500,7/7/2022,7/7/2022,61087166,#13,5,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064621,7/7/2022,7/7/2022,61087168,#11,2,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064621,7/7/2022,7/7/2022,61087168,#12,2,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064621,7/7/2022,7/7/2022,61087168,#11,2,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064621,7/7/2022,7/7/2022,61087168,#12,3,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#11,4,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#11,12,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#13,6,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#13,4,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#11,20,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#12,10,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#12,20,TA TRFLX AXLE
MORITZ INTERNATIONAL,61064627,7/7/2022,7/7/2022,61087169,#12,10,TA TRFLX AXLE
"MGS, INCORPORATED",61064710,7/7/2022,7/7/2022,61087170,#11,10,TA TRFLX AXLE
NLB CORP.,61064714,7/7/2022,7/7/2022,61087171,#10,12,TA TRFLX AXLE
MERHOW INDUSTRIES,61064715,7/7/2022,7/7/2022,61087172,#12,10,TA TRFLX AXLE
"LOGAN COACH, INC.",61064716,7/7/2022,7/7/2022,61087173,#13,10,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/7/2022,7/7/2022,61087174,#10,12,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/7/2022,7/7/2022,61087174,#11,30,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/7/2022,7/7/2022,61087174,#10,50,TA TRFLX AXLE
"ALCOM, INC. - ME",61064802,7/7/2022,7/7/2022,61087174,#10,7,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064832,7/7/2022,7/7/2022,61087175,#12,4,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064832,7/7/2022,7/7/2022,61087175,#10,1,TA TRFLX AXLE
KLM DBA ALUMA,61064861,7/7/2022,7/7/2022,61087176,#9,12,TA TRFLX AXLE
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,#10,1,TA TRFLX AXLE
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,#10,12,TA TRFLX AXLE
HAULMARK TRAILERS - PA,61064908,7/7/2022,7/7/2022,61087179,#11,2,TA TRFLX AXLE
PJ TRAILERS - OHIO,61065020,7/7/2022,7/7/2022,61087182,#13,2,TA TRFLX AXLE
PJ TRAILERS - OHIO,61065020,7/7/2022,7/7/2022,61087182,#12,10,TA TRFLX AXLE
KLM DBA ALUMA,61065021,7/7/2022,7/7/2022,61087183,#9,28,TA TRFLX AXLE
KLM DBA ALUMA,61065021,7/7/2022,7/7/2022,61087183,#11,24,TA TRFLX AXLE
KLM DBA ALUMA,61065021,7/7/2022,7/7/2022,61087183,#10,8,TA TRFLX AXLE
KLM DBA ALUMA,61065021,7/7/2022,7/7/2022,61087183,#10,8,TA TRFLX AXLE
KNAPHEIDE TRUCK EQUIPMENT,61065022,7/7/2022,7/7/2022,61087184,#10,2,TA TRFLX AXLE
KLM DBA ALUMA,61065039,7/7/2022,7/7/2022,61087185,#10,24,TA TRFLX AXLE
KLM DBA ALUMA,61065039,7/7/2022,7/7/2022,61087185,#10,24,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61065078,7/7/2022,7/7/2022,61087190,#10,78,TA TRFLX AXLE
CASH SALES TEXAS  $$,61907785,7/7/2022,7/7/2022,61087201,#10F,1,TA TRFLX AXLE
"ALLMAND BROS., INC.",61061047,7/8/2022,7/8/2022,61087207,D52,100,SA Sprung Axl
NOVAE CORP.,61062421,7/8/2022,7/8/2022,61087208,D100G,6,SA Sprung Axl
CREDIT CARD INDIANA,61064792,7/8/2022,7/8/2022,61087210,D52,1,SA Sprung Axl
NOVAE CORP.,61064853,7/8/2022,7/8/2022,61087211,D52,59,SA Sprung Axl
NOVAE CORP.,61064853,7/8/2022,7/8/2022,61087211,D70,100,SA Sprung Axl
MMDI INC.,61064892,7/8/2022,7/8/2022,61087212,D60,32,SA Sprung Axl
MMDI INC.,61064374,7/8/2022,7/8/2022,61087209,#11,1,TA TRFLX AXLE
RANCE ALUMINUM #0012485,61064985,7/8/2022,7/8/2022,61087213,#11,7,TA TRFLX AXLE
INTECH TRAILERS INC.,61065061,7/8/2022,7/8/2022,61087214,#10,1,TA TRFLX AXLE
SRC,61063706,7/11/2022,7/11/2022,61087225,D60,60,SA Sprung Axl
GENERAC MOBILE PRODUCTS LLC,61064189,7/11/2022,7/11/2022,61087230,D35,15,SA Sprung Axl
NOVAE CORP.,61064325,7/11/2022,7/11/2022,61087234,D100G,8,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064446,7/11/2022,7/11/2022,61087235,D70,3,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064446,7/11/2022,7/11/2022,61087236,D70,2,SA Sprung Axl
NOVAE CORP.,61064598,7/11/2022,7/11/2022,61087242,D80,20,SA Sprung Axl
DOOSAN INFRACORE PORTABLE,61064608,7/11/2022,7/11/2022,61087244,D35,2,SA Sprung Axl
NUERA TRANSPORT - CAN,61064626,7/11/2022,7/11/2022,61087245,D70,9,SA Sprung Axl
HAULMARK TRAILERS - BRISTOL IN,61064698,7/11/2022,7/11/2022,61087247,D35,5,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064828,7/11/2022,7/11/2022,61087254,D35,5,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61064828,7/11/2022,7/11/2022,61087255,D35,15,SA Sprung Axl
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,D35,9,SA Sprung Axl
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,D35,18,SA Sprung Axl
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,D35,7,SA Sprung Axl
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,D35,65,SA Sprung Axl
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,D52,21,SA Sprung Axl
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,D35,1,SA Sprung Axl
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,D35,1,SA Sprung Axl
NOVAE CORP.,61064853,7/11/2022,7/11/2022,61087261,D52,1,SA Sprung Axl
NOVAE CORP.,61064904,7/11/2022,7/11/2022,61087264,D150,2,SA Sprung Axl
NOVAE CORP.,61064904,7/11/2022,7/11/2022,61087264,D60,4,SA Sprung Axl
DARK HORSE CARGO INC.,61064959,7/11/2022,7/11/2022,61087271,D35,6,SA Sprung Axl
DARK HORSE CARGO INC.,61064959,7/11/2022,7/11/2022,61087271,D35,19,SA Sprung Axl
DARK HORSE CARGO INC.,61064959,7/11/2022,7/11/2022,61087271,D35,2,SA Sprung Axl
DARK HORSE CARGO INC.,61064959,7/11/2022,7/11/2022,61087271,D35,4,SA Sprung Axl
DARK HORSE CARGO INC.,61064959,7/11/2022,7/11/2022,61087271,D35,5,SA Sprung Axl
BRAVO TRAILERS,61065062,7/11/2022,7/11/2022,61087275,D35,10,SA Sprung Axl
BRAVO TRAILERS,61065062,7/11/2022,7/11/2022,61087275,D35,12,SA Sprung Axl
BRAVO TRAILERS,61065062,7/11/2022,7/11/2022,61087275,D52,22,SA Sprung Axl
HAULMARK TRAILERS - BRISTOL IN,61065065,7/11/2022,7/11/2022,61087277,D35,80,SA Sprung Axl
HAULMARK TRAILERS - BRISTOL IN,61065065,7/11/2022,7/11/2022,61087277,D52,5,SA Sprung Axl
HAULMARK TRAILERS - BRISTOL IN,61065065,7/11/2022,7/11/2022,61087278,D35,27,SA Sprung Axl
HAULMARK TRAILERS - BRISTOL IN,61065065,7/11/2022,7/11/2022,61087278,D35,12,SA Sprung Axl
HAULMARK TRAILERS - BRISTOL IN,61065065,7/11/2022,7/11/2022,61087278,D52,13,SA Sprung Axl
"AMERICAN HAULER, INC",61065066,7/11/2022,7/11/2022,61087279,D52,1,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065076,7/11/2022,7/11/2022,61087281,D35,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065076,7/11/2022,7/11/2022,61087281,D35,2,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065077,7/11/2022,7/11/2022,61087282,D52,30,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065077,7/11/2022,7/11/2022,61087283,D35,12,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065077,7/11/2022,7/11/2022,61087283,D35,4,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065077,7/11/2022,7/11/2022,61087283,D35,1,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065077,7/11/2022,7/11/2022,61087283,D35,30,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61065077,7/11/2022,7/11/2022,61087283,D35,15,SA Sprung Axl
J Q TEX INC,61065120,7/11/2022,7/11/2022,61087287,D35,40,SA Sprung Axl
J Q TEX INC,61065120,7/11/2022,7/11/2022,61087287,D35,10,SA Sprung Axl
J Q TEX INC,61065121,7/11/2022,7/11/2022,61087288,A1451266,20,SA Sprung Axl
J Q TEX INC,61065134,7/11/2022,7/11/2022,61087290,A1451100,20,SA Sprung Axl
CASH SALES NORTH CAROLINA,61907748,7/11/2022,7/11/2022,61087300,D35,1,SA Sprung Axl
NUERA TRANSPORT - CAN (QUEBEC),61063903,7/11/2022,7/11/2022,61087226,#11,5,TA TRFLX AXLE
ALTEC INDUSTRIES,61064089,7/11/2022,7/11/2022,61087227,#12,3,TA TRFLX AXLE
"MGS, INCORPORATED",61064171,7/11/2022,7/11/2022,61087228,#9,1,TA TRFLX AXLE
ATLAS COPCO NSC,61064234,7/11/2022,7/11/2022,61087232,E-1946,1,TA TRFLX AXLE
ATLAS COPCO NSC,61064234,7/11/2022,7/11/2022,61087232,E-1946,1,TA TRFLX AXLE
"SATELLITE INDUSTRIES, INC.",61064307,7/11/2022,7/11/2022,61087233,#12,26,TA TRFLX AXLE
"SATELLITE INDUSTRIES, INC.",61064307,7/11/2022,7/11/2022,61087233,#12,16,TA TRFLX AXLE
"MGS, INCORPORATED",61064545,7/11/2022,7/11/2022,61087240,#9,1,TA TRFLX AXLE
"MGS, INCORPORATED",61064545,7/11/2022,7/11/2022,61087240,#10,1,TA TRFLX AXLE
NOVAE CORP.,61064594,7/11/2022,7/11/2022,61087241,#13G,28,TA TRFLX AXLE
"UNITED TRAILERS, INC.",61064728,7/11/2022,7/11/2022,61087248,#10,14,TA TRFLX AXLE
FOREST RIVER PRODUCTS-0012485,61064747,7/11/2022,7/11/2022,61087249,#10,34,TA TRFLX AXLE
DOOSAN INFRACORE PORTABLE,61064768,7/11/2022,7/11/2022,61087250,#10,80,TA TRFLX AXLE
"CROSS TRAILERS, INC.",61064800,7/11/2022,7/11/2022,61087253,#10,2,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064832,7/11/2022,7/11/2022,61087256,#11,4,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064832,7/11/2022,7/11/2022,61087256,#12,10,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61064832,7/11/2022,7/11/2022,61087257,#12,40,TA TRFLX AXLE
DARK HORSE CARGO INC.,61064845,7/11/2022,7/11/2022,61087258,#11,10,TA TRFLX AXLE
"REDNECK, INC",61064852,7/11/2022,7/11/2022,61087259,#11,1,TA TRFLX AXLE
NOVAE CORP.,61064853,7/11/2022,7/11/2022,61087260,#11,98,TA TRFLX AXLE
NOVAE CORP.,61064853,7/11/2022,7/11/2022,61087261,#10,60,TA TRFLX AXLE
NOVAE CORP.,61064853,7/11/2022,7/11/2022,61087261,#11,2,TA TRFLX AXLE
NOVAE CORP.,61064853,7/11/2022,7/11/2022,61087261,#12,40,TA TRFLX AXLE
FOREST RIVER PRODUCTS-0012485,61064867,7/11/2022,7/11/2022,61087262,#10F,136,TA TRFLX AXLE
NUERA TRANSPORT - CAN,61064873,7/11/2022,7/11/2022,61087263,#12,8,TA TRFLX AXLE
NUERA TRANSPORT - CAN,61064873,7/11/2022,7/11/2022,61087263,#11,6,TA TRFLX AXLE
NUERA TRANSPORT - CAN,61064873,7/11/2022,7/11/2022,61087263,#10,13,TA TRFLX AXLE
CREDIT CARD INDIANA,61064906,7/11/2022,7/11/2022,61087265,#10,1,TA TRFLX AXLE
"REDNECK, INC",61064911,7/11/2022,7/11/2022,61087266,#10F,1,TA TRFLX AXLE
ALUMINUM TRAILER,61064950,7/11/2022,7/11/2022,61087268,#11,5,TA TRFLX AXLE
ALUMINUM TRAILER,61064950,7/11/2022,7/11/2022,61087268,#11,10,TA TRFLX AXLE
ALUMINUM TRAILER,61064950,7/11/2022,7/11/2022,61087268,#11,5,TA TRFLX AXLE
ALUMINUM TRAILER,61064950,7/11/2022,7/11/2022,61087268,#12,5,TA TRFLX AXLE
ALUMINUM TRAILER,61064953,7/11/2022,7/11/2022,61087269,#11,10,TA TRFLX AXLE
ALUMINUM TRAILER,61064954,7/11/2022,7/11/2022,61087270,#10,60,TA TRFLX AXLE
NATIONAL TRAILER PARTS WAREHOU,61064976,7/11/2022,7/11/2022,61087272,#9,1,TA TRFLX AXLE
FOREST RIVER PRODUCTS-0012485,61064978,7/11/2022,7/11/2022,61087273,#10,216,TA TRFLX AXLE
BRAVO TRAILERS,61065063,7/11/2022,7/11/2022,61087276,#10,4,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61065065,7/11/2022,7/11/2022,61087278,#10,6,TA TRFLX AXLE
HAULMARK TRAILERS - BRISTOL IN,61065065,7/11/2022,7/11/2022,61087278,#10,10,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61065078,7/11/2022,7/11/2022,61087284,#11,29,TA TRFLX AXLE
NUERA TRANSPORT - CAN (QUEBEC),61065078,7/11/2022,7/11/2022,61087285,#11,1,TA TRFLX AXLE
FOREST RIVER PRODUCTS-0012485,61065082,7/11/2022,7/11/2022,61087286,#10F,104,TA TRFLX AXLE
"DISCOVERY CARGO TRAILERS, INC.",61065131,7/11/2022,7/11/2022,61087289,#11,20,TA TRFLX AXLE
CASH SALES KENTUCKY,61907710,7/11/2022,7/11/2022,61087296,#13,1,TA TRFLX AXLE
CASH SALES MINNESOTA,61907732,7/11/2022,7/11/2022,61087297,#11,1,TA TRFLX AXLE
CASH SALES WEST VIRGINIA,61907733,7/11/2022,7/11/2022,61087298,#11,1,TA TRFLX AXLE
CASH SALES CANADA  CONFIRM $$,61907741,7/11/2022,7/11/2022,61087299,#11,2,TA TRFLX AXLE
"UNITED TRAILERS, INC.",61907754,7/11/2022,7/11/2022,61087301,#10,1,TA TRFLX AXLE
CASH SALES FLORIDA,61907756,7/11/2022,7/11/2022,61087302,#10,1,TA TRFLX AXLE
NEWSTREAM ENTERPRISES LLC,61060676,7/12/2022,7/12/2022,61087306,D52,35,SA Sprung Axl
SH DISTRIBUTING,61063726,7/12/2022,7/12/2022,61087310,D35,30,SA Sprung Axl
"BEHNKE ENTERPRISES, INC.",61064124,7/12/2022,7/12/2022,61087312,D60,3,SA Sprung Axl
"BEHNKE ENTERPRISES, INC.",61064166,7/12/2022,7/12/2022,61087314,D35,2,SA Sprung Axl
